;"20 Rue Jules Rathgeber";"48.565708151292405";"7.75610625743866";"68"
;"28 Rue Jules Rathgeber";"48.56521292930961";"7.754290401935577";"69"
;"31 Rue Jules Rathgeber";"48.5651709";"7.7547111";"70"
"Directoire et Consistoire de l'Eglise de la Confession d'Augsbourg";"1 quai Saint Thomas";"48.5791695863722";"7.745500802993774";"71"
;"1 quai Saint Thomas";"48.5789651";"7.746253";"72"
;"20 rue Humann";"48.5761761";"7.7383361";"73"
;"48 Route du Polygone";"48.569179";"7.7568769";"74"
"Lycée internationale des pontonniers";"1 rue des Pontonniers";"48.58426571642877";"7.756562232971191";"75"
"Palais du rhin";"2 place de la République";"48.5875090859361";"7.752496004104614";"77"
;"82 Route du Polygone";"48.5670134407602";"7.7581340074539185";"78"
;"84 Route du Polygone";"48.56689776534283";"7.758176922798157";"79"
;"20 rue d' Erstein";"48.5691461716462";"7.756444215774536";"80"
"Gare de marchandise à Cronenbourg";"48 chemin Haut";"48.5924127788842";"7.73187518119812";"81"
;"9 rue de la Mésange";"48.58438991931265";"7.747201323509216";"82"
;"13 rue de la Mésange";"48.58438637066306";"7.747555375099182";"83"
;"13 Boulevard du Président Wilson";"48.58837489554941";"7.7391064167022705";"84"
"Ancienne Strassburger Bank";"24 Rue du Vieux Marché aux Vins";"48.583928592776736";"7.742467224597931";"85"
;"1 rue de la Mésange";"48.58438459633816";"7.74647444486618";"86"
;"2 rue de la Mésange";"48.58425507045306";"7.746550887823105";"87"
;"33 Rue des Grandes Arcades";"48.58303254266508";"7.74711549282074";"88"
;"41 Rue des Grandes Arcades";"48.5828142943905";"7.74723082780838";"89"
;"25 Rue du Vieux Marché aux Vins";"48.58408118586623";"7.74198979139328";"90"
"Gaz de Strasbourg";"13 Place des Halles";"48.587473";"7.742432";"91"
;"12 rue des Halles (rue)";"48.58852747521431";"7.740490436553955";"92"
;"28 Rue des Grandes Arcades";"48.58250555131932";"7.747238874435425";"93"
;"10 Rue des Grandes Arcades";"48.58280719686981";"7.746890187263489";"94"
;"22 rue d' Erstein";"48.5692555";"7.7566925";"95"
;"18 rue d' Erstein";"48.5691636";"7.7560872";"96"
;"16 rue d' Erstein";"48.5691176";"7.7557845";"97"
;"24 rue d' Erstein";"48.569179";"7.7568769";"99"
;"1 Place de l' Etoile";"48.5734056558272";"7.752141952514648";"100"
;"90 Route du Polygone";"48.56578625037388";"7.758919894695282";"102"
;"12 rue du hohwald";"48.57626640793043";"7.72912323474884";"103"
;"13 rue du hohwald";"48.57621316960526";"7.729815244674683";"104"
;"58 rue Saint Erhard";"48.5648677";"7.7547433";"105"
"Villa Nuss";"3 route d' Oberhausbergen";"48.59048967961256";"7.723308205604553";"106"
"Bâtiment de l'Aubette";"31 Place Kléber";"48.58391084936435";"7.74585485458374";"107"
"Villa Haentzler";"9 rue Simonis";"48.56472930241106";"7.758683442327879";"108"
;"4 route d' Oberhausbergen";"48.591059";"7.7243282";"109"
;"18 route d' Oberhausbergen";"48.5913737";"7.7227949";"110"
"L'esca";"28 avenue de la Marseillaise";"48.584510249084865";"7.757688984655715";"111"
;"21 avenue de la Paix";"48.590560643985896";"7.755864858627319";"112"
;"23 avenue de la Paix";"48.59085159687466";"7.755993604660034";"113"
;"11 rue de Flandre";"48.58146574756495";"7.774195075035095";"114"
;"35 rue Vauban";"48.58115699625636";"7.775423526763916";"116"
;"199 route de Lyon";"48.52752634273191";"7.710052728652954";"117"
;"145 route de Lyon";"48.52895448399991";"7.7094197273254394";"119"
"Mairie d'Illkirch";"181 route de Lyon";"48.52874488369878";"7.711034417152405";"120"
;"49 rue de la Grossau";"48.5648323";"7.763552";"121"
"Ecole du Ziegelfeld";"64 rue de la Grossau";"48.5648475";"7.7635057";"122"
;"10 rue de Rhinau";"48.5647609";"7.7636469";"123"
;"19 quai Saint Nicolas";"48.578908733024";"7.750122249126434";"124"
"Ancienne douane";"6 rue de la Douane";"48.5796848";"7.7500286";"125"
;"16 Rue Jacques Kablé";"48.59244471164916";"7.746407389640808";"126"
"Villa Stephan";"75 Allée de la Robertsau";"48.591965718055704";"7.76907205581665";"128"
;"20 quai Saint Nicolas";"48.57894777238624";"7.750205397605896";"129"
;"22 quai Saint Nicolas";"48.57904359614761";"7.7504172921180725";"130"
;"23 quai Saint Nicolas";"48.579121674633654";"7.750532627105713";"131"
;"12 place de Bordeaux";"48.5936482";"7.7590996";"132"
"Opéra National du Rhin";"19 place Broglie";"48.58584839319844";"7.752120494842529";"133"
"Bibliothéque Nationale Universitaire (BNU)";"6 place de la République";"48.58724650140043";"7.755693197250366";"134"
"Archive municipale";"32 Avenue du Rhin";"48.572319521444015";"7.7630531787872314";"135"
"Eglise Saint Florent";"2 Place Saint Florent";"48.59636519221907";"7.722213864326477";"136"
;"4 rue du Kochersberg";"48.597887179164736";"7.737848460674286";"137"
;"9 rue de l' Abreuvoir";"48.5793825";"7.7607093";"138"
;"10 Place du Temple-Neuf";"48.5830341";"7.7477496";"139"
"Ancienne commanderie";"5 rue du Port du Rhin";"48.57690526345975";"7.787461280822754";"140"
;"1 rue de l' Ancienne école";"48.5615961";"7.7636709";"141"
;"6 Boulevard Gambetta";"48.59210409444912";"7.757962346076965";"142"
;"16 Rue Oberlin J.F.";"48.59043113392952";"7.753515243530273";"143"
;"10 rue de la Minoterie";"48.57767897768013";"7.7898108959198";"144"
;"2 Allée du Sommerhof";"48.57541103872003";"7.712295055389404";"145"
;"21 route de Mittelhausbergen";"48.5923252";"7.7247331";"146"
;"25 rue des Foulons";"48.5735609";"7.7275009";"147"
;"37 rue de Molsheim";"48.574999320579685";"7.730786204338074";"148"
;"1 cour Fernand Jaenfer";"48.592214085670996";"7.721124887466431";"149"
;"10 rue de la Montagne verte";"48.5734056558272";"7.725491523742676";"150"
;"18 rue des Foulons";"48.573856430239594";"7.728138864040375";"151"
;"18 rue des Foulons";"48.5737021";"7.7282573";"152"
;"20 rue des Foulons";"48.5735975";"7.7280808";"153"
;"11 rue des Foulons";"48.5735845";"7.7287411";"154"
;"21 rue de Thann";"48.567634";"7.7601839";"155"
"Maison des Tanneurs";"42 Rue du Bain-aux-Plantes";"48.58138589826939";"7.741807401180267";"157"
"Klein Metzig (Petites Boucheries)";"4 rue de la Haute Montée";"48.5843215";"7.7455105";"159"
"Galeries Lafayette";"2 rue des Francs Bourgeois";"48.582590722010075";"7.745361328125";"160"
;"25 rue du Kronthal";"48.59745258384008";"7.718169093132019";"162"
"Salle de la marseillaise";"34 boulevard Clémenceau";"48.5913192";"7.748969";"163"
"Siège d'Arte";"42 rue Lauth";"48.59379651352152";"7.766057252883911";"165"
;"18 rue du General Uhrich";"48.5937972";"7.7676545";"166"
;"46 rue Lauth";"48.59321463998365";"7.766110897064209";"167"
;"36 quai Mullenheim";"48.592495";"7.7662033";"169"
;"46 avenue des Vosges";"48.58983680270156";"7.751069068908691";"170"
"Palais des fêtes";"5 rue Sellénick";"48.59066709035905";"7.749207615852356";"171"
"Scala";"96 Route du Polygone";"48.56549337819642";"7.75908887386322";"172"
"Restaurant Coucou des bois";"44 Allee David Goldschmidt";"48.53001312989112";"7.773674726486206";"173"
;"2 rue de la Lisiere";"48.52955130722386";"7.773283123970032";"174"
;"10 rue de la Breitlach";"48.5310822";"7.7731231";"175"
;"18 rue de la Breitlach";"48.5310163";"7.7726331";"176"
;"24 rue de la Breitlach";"48.531022908242484";"7.771948724985123";"177"
;"25 rue de la Breitlach";"48.5309483";"7.7721318";"179"
;"1 Allee David Goldschmidt";"48.5329938";"7.7717462";"180"
;"16 Allee David Goldschmidt";"48.5321586";"7.7730315";"181"
"Ancien Hôpital Stéphanie";"28 rue de la Lisiere";"48.52633974696605";"7.770209312438965";"182"
"Maison de retraite de la faisanderie";"26 rue de la Lisiere";"48.525394713683404";"7.769436836242676";"183"
;"24 rue de la Lisiere";"48.5267968";"7.7710739";"184"
"Villa Greiner";"1 rue Joseph Massol";"48.585599994293844";"7.75485634803772";"185"
;"1 place Broglie";"48.58466493889794";"7.74860143661499";"186"
"Villa Berst";"1 rue de Metzeral";"48.57104701079564";"7.769750654697418";"187"
;"74 Allée de la Robertsau";"48.5916241";"7.769395";"188"
;"72 Allée de la Robertsau";"48.5913006";"7.7692721";"189"
;"42 rue Saint Florent";"48.5957464";"7.7221776";"190"
;"14 Boulevard du Président Wilson";"48.58665568120661";"7.737875282764435";"191"
;"11 Place des Halles";"48.58792779899478";"7.7420783042907715";"192"
;"1 rue de Sébastopol";"48.5861542";"7.7430714";"193"
;"9 Quai Kléber";"48.586205020919614";"7.744014859199524";"194"
"Nouvel Hôtel de Police";"34 route de l' Hôpital";"48.572653173051044";"7.749416828155518";"195"
;"12 Quai Kléber";"48.58647293362188";"7.744647860527039";"196"
;"13 Quai Kléber";"48.58662551902942";"7.745055556297302";"197"
;"14 Quai Kléber";"48.58673729641933";"7.745334506034851";"198"
;"14 Quai Kléber";"48.586829556935875";"7.745642960071564";"199"
;"16 Quai Kléber";"48.58701407746366";"7.746069431304932";"200"
;"18 Boulevard du Président Wilson";"48.58691117186782";"7.738148868083954";"201"
"Palais de Justice";"11 rue de la Nuée Bleue";"48.585981463537976";"7.747340798377991";"202"
;"15 rue de la Nuée Bleue";"48.58556273435284";"7.747525870800018";"203"
;"29 Rue du Vieux Marché aux Vins";"48.58421603518974";"7.742722034454346";"204"
"Presbytère Catholique Saint Jean";"13 quai Saint Jean";"48.58442185714774";"7.740232944488525";"205"
;"1 Quai Kléber";"48.58494705420787";"7.74137020111084";"206"
;"1 Quai de Paris";"48.5842777";"7.7413562";"207"
;"10 quai Saint Jean";"48.58396407958285";"7.73935854434967";"208"
;"8 quai Saint Jean";"48.58378309661121";"7.739095687866211";"209"
;"9 quai Saint Jean";"48.58384697302813";"7.739245891571045";"210"
;"7 place Saint Pierre Le Vieux";"48.58308754817911";"7.73962140083313";"211"
"Villa Faist";"24 rue Twinger";"48.58902069470044";"7.769852578639984";"212"
"Eglise Saint pierre le jeune (protestant)";"5 Place Saint Pierre le Jeune";"48.58544385721463";"7.746391296386719";"213"
"Saint Pierre le vieux (protestant)";"12 place Saint Pierre Le Vieux";"48.58293850084117";"7.740112245082855";"214"
;"7 quai Saint Jean";"48.583676635736914";"7.738816738128662";"215"
;"2 rue du Maire Kuss";"48.5834763";"7.7385078";"216"
;"4 quai Desaix de Veygoux";"48.58300592707231";"7.739312946796417";"217"
;"2 quai Desaix de Veygoux";"48.58278945306372";"7.739015221595764";"218"
;"3 quai Desaix de Veygoux";"48.58298108583972";"7.739208340644836";"219"
;"2 quai Desaix de Veygoux";"48.634145";"7.7160455";"222"
;"46 rue Saint Erhard";"48.5656079";"7.7541722";"223"
;"89 Route du Polygone";"48.5645663";"7.7604818";"224"
;"9 place Saint Pierre Le Vieux";"48.5832933747327";"7.740393877029419";"225"
"Etap Hôtel Place de la gare";"13 place de la Gare";"48.5850748040189";"7.736692428588867";"226"
;"6 Boulevard du Président Wilson";"48.5859051699195";"7.736949920654297";"227"
"Ecole d'architecture de Strasbourg";"8 Boulevard du Président Wilson";"48.58606485410551";"7.737298607826233";"228"
"Parking Saint Aurélie";"1 Boulevard de Metz";"48.58288881829753";"7.732722759246826";"229"
;"24 Boulevard du Président Wilson";"48.58746650475271";"7.739428281784058";"230"
"Ancienne glacière de Strasbourg";"5 rue des Moulins";"48.580645955463495";"7.742035388946533";"231"
;"17 rue Simonis";"48.5641696";"7.7588235";"232"
;"21 rue Simonis";"48.5637672";"7.7589735";"233"
;"23 rue Simonis";"48.5636605";"7.7590144";"234"
"Belle Maison rasé à neudorf!";"12 rue Simonis";"48.563792911074074";"7.758648991584778";"235"
;"13 Route du Polygone";"48.5712479";"7.7563653";"236"
;"25 boulevard de Lyon";"48.5769815706638";"7.731322646141052";"237"
;"67 avenue des Vosges";"48.5903495246824";"7.747933566570282";"238"
;"29 boulevard de Lyon";"48.57730986778603";"7.7311670780181885";"239"
;"1 Rue de La Broque";"48.57750152133665";"7.7309417724609375";"240"
;"33 boulevard de Lyon";"48.57750152133665";"7.731177806854248";"241"
;"37 boulevard de Lyon";"48.578099546726534";"7.730963230133057";"242"
;"30 boulevard de Lyon";"48.5785368";"7.731205";"243"
;"28 boulevard de Lyon";"48.5782201";"7.73142150000001";"244"
;"2 rue d' Obernai";"48.57840299310598";"7.734053134918213";"245"
;"11 rue de Molsheim";"48.57784933518382";"7.734299898147583";"246"
"Hôtel ibis";"7 rue de Molsheim";"48.57861593684604";"7.735308408737183";"247"
;"18 boulevard de Lyon";"48.577513943300964";"7.731735706329346";"248"
;"41 boulevard de Lyon";"48.57939672288521";"7.730598449707031";"249"
;"8 rue de Molsheim";"48.57853785757886";"7.734278440475464";"250"
;"10 rue de Molsheim";"48.57806937944308";"7.733919024467468";"251"
"Gendarmerie Départementale";"2 rue de Molsheim";"48.58053948798133";"7.735276222229004";"252"
;"20 rue Sainte Marguerite";"48.58141961243177";"7.735469341278076";"253"
;"2 rue Saint Michel";"48.582105";"7.7358936";"254"
;"31 route d' Altenheim";"48.5412213";"7.7671505";"255"
;"15 route d' Altenheim";"48.5424645";"7.7663582";"256"
;"35 rue Saint Erhard";"48.5658649";"7.753956";"257"
"Siège de la direction de l'environnement de la CUS";"10 rue de Soleure";"48.577508619602355";"7.754577398300171";"258"
;"18 rue de Soleure";"48.57712886098773";"7.753686904907227";"259"
;"11 rue de Berne";"48.5771516";"7.7554183";"260"
"Hôtel Brion";"22 rue Sleidan";"48.58574193667453";"7.768406867980957";"261"
"Consulat de Russie";"5 place Sébastien Brant";"48.58666987516612";"7.762924432754517";"262"
"Villa Back";"4 place Sébastien Brant";"48.586588259844525";"7.762640118598938";"263"
;"32 rue de Dettwiller";"48.7529113";"7.4701127";"264"
;"4 rue Finkmatt";"48.5886863";"7.7480214";"265"
;"6 rue Finkmatt";"48.589002953075784";"7.747955024242401";"266"
"Consulat de Roumanie";"64 Allée de la Robertsau";"48.5908615";"7.7686637";"267"
;"2 rue Saint Aloïse";"48.56470882740056";"7.761744260787964";"268"
;"8 boulevard de Lyon";"48.5762527";"7.7319935";"269"
"Consulat d'italie";"63 Allée de la Robertsau";"48.59099352450513";"7.768149375915527";"270"
;"40 rue Baldner";"48.568602";"7.760685";"271"
;"44 rue de la Course";"48.58298108583972";"7.73449033498764";"272"
;"48 rue de la Course";"48.5827668";"7.7340009";"273"
;"49 rue de la Course";"48.5827408";"7.7337988";"274"
"Banque de France";"3 place Broglie";"48.58489737363862";"7.748987674713135";"288"
"Hôtel Livio";"8 Rue du Dôme";"48.5835151696496";"7.749953269958496";"289"
;"8 Rue du Dôme";"48.58354888239176";"7.7502429485321045";"290"
"Maison Gallay";"7 Rue du Dôme";"48.5834986";"7.7501351";"291"
;"11 Rue du Dôme";"48.5832812";"7.7503906";"292"
;"9 Rue du Dôme";"48.583366";"7.7502939";"293"
;"15 Rue du Dôme";"48.5831466";"7.7505364";"294"
;"17 Rue du Dôme";"48.5830657";"7.7506285";"295"
"Hôtel de ville";"9 rue Brûlée";"48.58460638646645";"7.750736474990845";"296"
"Hôtel du gouverneur militaire";"13 rue Brûlée";"48.58493285976451";"7.751981019973755";"297"
;"6 rue du Temple-Neuf";"48.5832315";"7.7489912";"298"
;"8 rue du Temple-Neuf";"48.5831197";"7.7490797";"299"
"Eglise protestante du Temple Neuf";"19 Place du Temple-Neuf";"48.5832614361845";"7.748236656188965";"300"
"Maison rouge";"22 Place Kléber";"48.583172717889134";"7.7448570728302";"301"
;"13 rue Sainte Elisabeth";"48.5773699";"7.7445096";"302"
;"28 rue des Renards";"48.5933179";"7.7187824";"303"
;"18 rue des Renards";"48.5937305";"7.7189378";"304"
;"19 rue Jules Verne";"48.595215689167944";"7.719038128852844";"305"
;"2 rue des Ormes";"48.59485380316472";"7.719343900680542";"306"
;"13 rue des Ormes";"48.5959131";"7.7194829";"307"
;"14 rue des Renards";"48.5933781";"7.7188051";"308"
;"1930 rue des Renards";"48.5933179";"7.7187824";"309"
"Lycée";"5 rue des Renards";"48.5933179";"7.7187824";"310"
;"6 rue des Renards";"48.5926715";"7.7185497";"311"
;"47 rue du Gazon";"48.5877121";"7.7178417";"312"
;"49 rue du Gazon";"48.5875684";"7.7178781";"313"
;"62 rue de la Charmille";"48.5873449";"7.7179348";"314"
;"29 rue de la Rotonde";"48.5950648";"7.7259994";"315"
;"4 rue de la Rotonde";"48.5935503";"7.7257302";"316"
"Résidence Tuileries Musau (Maison de Retraite Spécialisée)";"14 rue de Gerstheim";"48.5657445";"7.7800308";"317"
;"5 rue d' Ensisheim";"48.5654493";"7.7698311";"318"
;"9 rue d' Ensisheim";"48.565328";"7.7695776";"319"
;"7 rue Baldner";"48.5692772";"7.7574054";"320"
;"45 rue Saint Aloïse";"48.56641813850686";"7.764997780323029";"321"
"Eglise Saint Guillaume";"1 rue Munch";"48.5822257";"7.7572089";"322"
"Villa Ganss";"6 rue des Carmes";"48.5704831";"7.7586223";"323"
;"11 rue de la Ziegelau";"48.56385148761467";"7.76471883058548";"324"
;"28 rue des Jardiniers";"48.5993478";"7.7837208";"325"
;"28 rue des Jardiniers";"48.5993478";"7.7837208";"326"
;"1 rue de la Douane";"48.579325742834534";"7.7484941482543945";"327"
;"11 Rue des Grandes Arcades";"48.5836890561838";"7.746844589710236";"328"
;"4 rue Joseph Massol";"48.58529481682537";"7.755296230316162";"329"
;"15 Boulevard du Président Wilson";"48.5886804";"7.7397004";"330"
;"1 rue d' Eguisheim";"48.5689757";"7.7644916";"331"
;"13 avenue des Vosges";"48.587910056986416";"7.757136225700378";"332"
;"15 avenue des Vosges";"48.5879102";"7.7568264";"333"
;"11 rue des Balayeurs";"48.5811999";"7.7615208";"334"
;"9 rue des Balayeurs";"48.5809472";"7.7614775";"335"
;"3 rue des Planches";"48.58133918695975";"7.761078006745947";"336"
;"7 place Saint Nicolas aux Ondes";"48.5814203";"7.7615446";"337"
;"8 rue du Grand Couronné";"48.5707351";"7.7529022";"338"
;"22 rue de Bâle";"48.56769254055368";"7.7644988894462585";"339"
;"105 rue de Bâle";"48.5665796";"7.7660136";"340"
;"51 rue de Sélestat";"48.5650711";"7.7646975";"341"
;"55 rue de Sélestat";"48.56504607923404";"7.7651989459991455";"342"
;"37 rue de Dossenheim";"48.5954417";"7.7248387";"343"
;"42 rue de Dossenheim";"48.5952745";"7.7248062";"345"
;"44 rue de Dossenheim";"48.5954329";"7.724837";"346"
;"52 Route du Polygone";"48.56878587381736";"7.756868004798889";"347"
;"8 rue de Benfeld";"48.5674603";"7.763541";"348"
;"9 rue Saint Aloïse";"48.56498040405332";"7.76158332824707";"349"
;"37 rue de la Grossau";"48.565908723690626";"7.76284396648407";"350"
;"36 rue de la Grossau";"48.5660116720463";"7.762607932090759";"351"
;"34 rue de la Grossau";"48.566173194044055";"7.762575745582581";"352"
"Château de pourtalès";"161 rue Mélanie";"48.608696380232274";"7.7996877619018505";"353"
;"19 rue de Bâle";"48.56801734819591";"7.764737606048584";"354"
;"31 rue des Carmes";"48.5692912";"7.7580821";"355"
;"11 rue de Tintoret";"48.5635293";"7.7264833";"356"
;"12 rue de Tintoret";"48.5638629";"7.7263284";"357"
;"14 rue de Tintoret";"48.5636431";"7.7264676";"358"
"Université Marc Bloch Sciences Humaines 2";"9 place de l' Université";"48.584712845382334";"7.7620768547058105";"360"
;"9 place de l' Université";"48.5842624";"7.7613743";"361"
;"10 place de l' Université";"48.58594065533775";"7.761948108673096";"363"
;"9 place Sébastien Brant";"48.585699354002195";"7.7628493309021";"364"
"Préfecture du Bas Rhin";"5 place de la République";"48.58784973411136";"7.754974365234375";"365"
"Impôts direction Régionale et Départementale";"4 place de la République";"48.58832521834978";"7.754040956497192";"366"
"Bain rituel Juif (Miqvé)";"17 rue nationale";"48.6145584";"7.7549655";"367"
;"3 quai Rouget de Lisle";"48.58710101478652";"7.76309609413147";"368"
;"14 rue Saint Florent";"48.5942609";"7.7217992";"370"
;"15 rue Saint Florent";"48.5946506";"7.7217403";"371"
;"14 place de la Gare";"48.5851091";"7.7363133";"372"
;"33 route de l' Hôpital";"48.5714241529253";"7.750862538814545";"373"
"Le neubau (CCI)";"10 place Gutenberg";"48.5811271";"7.7482799";"374"
;"6 Quai Kellermann";"48.5860617";"7.7453237";"375"
;"2 Boulevard du Président Wilson";"48.5855503143664";"7.73662269115448";"376"
;"4 Boulevard du Président Wilson";"48.5857135482303";"7.736829221248627";"377"
;"10 Boulevard du Président Wilson";"48.58638422096383";"7.737548053264618";"378"
;"12 Boulevard du Président Wilson";"48.58652970964128";"7.737698256969452";"379"
;"16 Boulevard du Président Wilson";"48.58676213580574";"7.73798793554306";"380"
;"20 Boulevard du Président Wilson";"48.58707262710572";"7.738323211669922";"381"
;"22 Boulevard du Président Wilson";"48.587168435464555";"7.738460004329681";"382"
;"16 Avenue de l' Europe";"48.613100980093236";"7.7120161056518555";"384"
;"32 boulevard de Lyon";"48.578681";"7.731153";"385"
;"34 boulevard de Lyon";"48.578806";"7.7311394";"386"
"Etude de Me Priozet";"1 rue de la Redoute";"48.8105932";"7.7958103";"387"
"Impôts: Trésorerie de Haguenau";"3 rue de la Redoute";"48.8106001";"7.7954459";"388"
"Siège du Crédit Agricole Alsace";"14 Boulevard de Metz";"48.583563";"7.7341316";"389"
;"10 Boulevard de Metz";"48.5831816";"7.7336794";"390"
"Vediorbis";"4 Boulevard de Metz";"48.58256410618464";"7.733194828033447";"391"
;"10 Boulevard de Metz";"48.5831816";"7.7336794";"392"
"Ecole Nationale d'Administration (ENA)";"1 rue Sainte Marguerite";"48.58112860523674";"7.737647294998169";"393"
;"1 quai Saint Jean";"48.582796550586906";"7.738097906112671";"394"
;"2 rue Saint Michel";"48.582105";"7.7358936";"395"
;"4 rue du Chevreuil";"48.5892208";"7.7444619";"396"
;"4 rue du Chevreuil";"48.5892208";"7.7444619";"397"
;"67 avenue Jean Jaurès";"48.5676862";"7.7705967";"398"
;"67 avenue Jean Jaurès";"48.5676862";"7.7705967";"399"
;"65 avenue Jean Jaurès";"48.5677657";"7.7703485";"400"
;"15 Avenue du Général de Gaulle";"48.5794693";"7.7700778";"402"
;"61 Boulevard Balzac";"48.5942749";"7.7031926";"403"
"Cour de Lucerne";"6 rue du Jeu de Paume";"48.5783784";"7.7575318";"404"
;"1 rue de Rothau";"48.5785029";"7.7307812";"405"
;"75 avenue de la Forêt Noire";"48.580887280926206";"7.776850461959839";"406"
;"5 Rue Jules Rathgeber";"48.565923";"7.7583598";"407"
;"4 Rue Jules Rathgeber";"48.56612130205586";"7.758219838142395";"408"
;"15 boulevard de Lyon";"48.5759984411246";"7.731805443763733";"409"
;"17 boulevard de Lyon";"48.57626640793043";"7.731510400772095";"410"
;"8 boulevard de Lyon";"48.5762527";"7.7319935";"411"
"Hôtel Vendôme";"8 place de la Gare";"48.58408836287548";"7.736209847885107";"412"
"Hôtel Ibis";"12 place de la Gare";"48.5849196";"7.7363402";"413"
;"14 place de la Gare";"48.585241588008394";"7.736636102199554";"414"
"Hôtel Mercure";"15 place de la Gare";"48.585376434235826";"7.736601233482361";"415"
"Banque Populaire";"5 Rue du Vingt-Deux Novembre";"48.583044963270254";"7.7420032024383545";"416"
"Cinéma Star Saint Exupéry";"18 Rue du Vingt-Deux Novembre";"48.58273977037357";"7.742475271224976";"417"
